customer_id,sku_id,route,time_period,base_demand,promotion_flag,discount_percentage,sentiment_score,review_volume,sustainable_sku_flag,regulation_impact_score,eco_preference_index
CUST1,SKU1,DEL-FRA,2026-02-26,208.9,0,28,0.7402302414249575,149,0,0.6432882184423532,0.45825289049151663
CUST1,SKU1,DEL-FRA,2026-02-27,209.0,0,7,0.7414648087765252,74,1,0.9053506419560637,0.19579113478929644
CUST1,SKU1,DEL-FRA,2026-02-28,178.4,0,6,-0.09922199862257336,44,0,0.6557226353807422,0.38539662096556504
CUST1,SKU1,DEL-FRA,2026-03-01,187.1,0,23,0.14062456946424,114,0,0.6928903586919394,0.34833660445319736
CUST1,SKU2,DEL-FRA,2026-01-01,216.7,1,25,0.5350710438038857,173,0,0.7506147516408583,0.806834739267264
CUST1,SKU2,DEL-FRA,2026-01-02,206.7,1,22,0.21261767691142647,105,0,0.9307573256035647,0.8584127518430118
CUST1,SKU2,DEL-FRA,2026-01-03,171.0,0,29,0.5508710677914974,108,0,0.9025529066795667,0.5052523724478571
CUST1,SKU2,DEL-FRA,2026-01-04,203.9,1,23,0.12004960103061174,186,0,0.9585414968831983,0.8471431440955898
CUST1,SKU2,DEL-FRA,2026-01-05,177.3,0,24,0.7568008851264563,92,0,0.08328441119525964,0.09170414725848108
CUST1,SKU2,DEL-FRA,2026-01-06,164.9,0,25,0.35370305234580074,62,1,0.7896181427945539,0.09120610304869037
CUST1,SKU2,DEL-FRA,2026-01-07,149.6,0,9,-0.14244123998335573,172,1,0.3509150125520787,0.11706701642760586
CUST1,SKU2,DEL-FRA,2026-01-08,171.3,0,16,0.5615106317174723,154,0,0.08410680611499743,0.70096913145912
CUST1,SKU2,DEL-FRA,2026-01-09,173.2,0,6,0.6218600592903563,14,0,0.2332280724245278,0.5813054172267823
CUST1,SKU2,DEL-FRA,2026-01-10,221.2,1,21,0.6803599686384167,80,1,0.7533781852589416,0.37625958553091576
CUST1,SKU2,DEL-FRA,2026-01-11,171.8,0,26,0.5771469159274367,176,0,0.906354385094736,0.11119748230615134
CUST1,SKU2,DEL-FRA,2026-01-12,148.2,0,24,-0.18864635523258094,70,1,0.7442116569432979,0.681039427096909
CUST1,SKU2,DEL-FRA,2026-01-13,160.2,0,21,0.20022289287202483,162,1,0.22359583851945264,0.9632225394406113
CUST1,SKU2,DEL-FRA,2026-01-14,177.7,0,19,0.7698788267076391,158,0,0.924643330223596,0.9191157152786594
CUST1,SKU2,DEL-FRA,2026-01-15,169.3,0,29,0.49541112310664753,155,0,0.21680910658649122,0.29449394683942987
CUST1,SKU2,DEL-FRA,2026-01-16,215.5,1,7,0.4969250558638148,153,1,0.9152543416691064,0.9587024074078462
CUST1,SKU2,DEL-FRA,2026-01-17,160.0,0,28,0.19452179860812985,165,0,0.16967990389556553,0.6468483616687238
CUST1,SKU2,DEL-FRA,2026-01-18,154.9,0,9,0.029394745704949654,50,0,0.45324084682883103,0.032315951109650465
CUST1,SKU2,DEL-FRA,2026-01-19,160.5,0,17,0.21120672087218623,166,0,0.07620037959916315,0.9405318271353834
CUST1,SKU2,DEL-FRA,2026-01-20,165.7,0,29,0.3811626211808263,19,1,0.8660638895004084,0.04521867010618941
CUST1,SKU2,DEL-FRA,2026-01-21,159.4,0,5,0.1764633668780496,155,1,0.15041689110352818,0.5941307153521351
CUST1,SKU2,DEL-FRA,2026-01-22,177.7,0,21,0.7699143978146032,170,0,0.4148195023376652,0.27340707193070624
CUST1,SKU2,DEL-FRA,2026-01-23,174.5,0,21,0.6647223762550531,104,1,0.9131657522576428,0.585149532325472
CUST1,SKU2,DEL-FRA,2026-01-24,171.2,0,23,0.5570812020424558,154,0,0.2050453285065249,0.25144243951179845
CUST1,SKU2,DEL-FRA,2026-01-25,154.2,0,5,0.007227649008056447,122,1,0.04689646779121992,0.26867248202530736
CUST1,SKU2,DEL-FRA,2026-01-26,163.2,0,26,0.2981651866458929,127,1,0.3077772397710494,0.8163857352130623
CUST1,SKU2,DEL-FRA,2026-01-27,196.8,1,29,-0.11159177663435343,154,0,0.028782676313338973,0.755137255673619
CUST1,SKU2,DEL-FRA,2026-01-28,169.5,0,23,0.5040797680992235,112,0,0.014544665667881929,0.350587558806597
CUST1,SKU2,DEL-FRA,2026-01-29,159.9,0,23,0.1922440450997323,61,0,0.4509104474161044,0.910471278403273
CUST1,SKU2,DEL-FRA,2026-01-30,164.0,0,21,0.3236022760150112,142,1,0.45934680794617244,0.8420914150187097
CUST1,SKU2,DEL-FRA,2026-01-31,149.9,0,9,-0.13376402214813415,43,0,0.3474134082254142,0.20913079107851418
CUST1,SKU2,DEL-FRA,2026-02-01,158.4,0,19,0.14156321045654502,160,0,0.15190269351229435,0.13882717264941014
CUST1,SKU2,DEL-FRA,2026-02-02,153.4,0,28,-0.018119915600855185,34,1,0.47396164026287235,0.6675577385210272
CUST1,SKU2,DEL-FRA,2026-02-03,153.8,0,23,-0.007710981191329236,30,0,0.2785903390319586,0.17701048427674682
CUST1,SKU2,DEL-FRA,2026-02-04,151.6,0,13,-0.0793641288993992,21,0,0.36426986104807546,0.5034172708548569
CUST1,SKU2,DEL-FRA,2026-02-05,149.1,0,29,-0.16068786015890107,56,0,0.08175903194887191,0.8735786241067772
CUST1,SKU2,DEL-FRA,2026-02-06,195.9,1,8,-0.13892204014513626,10,0,0.5972780822554306,0.9862569958668151
CUST1,SKU2,DEL-FRA,2026-02-07,176.3,0,18,0.7240417591074331,37,0,0.4625347161331479,0.7474709381337565
CUST1,SKU2,DEL-FRA,2026-02-08,155.6,0,11,0.05243694434402074,12,1,0.5116774421156661,0.5321134852653157
CUST1,SKU2,DEL-FRA,2026-02-09,161.6,0,7,0.24741236682345463,124,0,0.26924323094938096,0.37728416310462265
CUST1,SKU2,DEL-FRA,2026-02-10,157.8,0,11,0.12207916558317827,95,0,0.11976213181925122,0.890527280739895
CUST1,SKU2,DEL-FRA,2026-02-11,168.8,0,7,0.4791023191444896,118,0,0.5841994847141693,0.7368224753949129
CUST1,SKU2,DEL-FRA,2026-02-12,165.9,0,16,0.38653543466075907,92,0,0.3374468338719181,0.8996473971450123
CUST1,SKU2,DEL-FRA,2026-02-13,155.4,0,17,0.044353155464654515,130,0,0.10178247262040374,0.15285913918433203
CUST1,SKU2,DEL-FRA,2026-02-14,152.8,0,15,-0.03931862674044434,199,0,0.17337359529475482,0.8967654246264252
CUST1,SKU2,DEL-FRA,2026-02-15,164.0,0,12,0.32451138957025466,45,1,0.8966102629740208,0.57599841780566
CUST1,SKU2,DEL-FRA,2026-02-16,194.2,1,26,-0.1946999936023946,122,0,0.7228960966217757,0.8208614731533526
CUST1,SKU2,DEL-FRA,2026-02-17,164.3,0,23,0.3350367320449105,182,1,0.18704374855752337,0.3236792364042437
CUST1,SKU2,DEL-FRA,2026-02-18,163.5,0,21,0.307610378684455,149,0,0.6106200424416326,0.28863055324025577
CUST1,SKU2,DEL-FRA,2026-02-19,152.6,0,8,-0.0456372847257977,86,0,0.05182353682242691,0.3366042781939206
CUST1,SKU2,DEL-FRA,2026-02-20,149.8,0,16,-0.13662502952723227,139,0,0.8098744458546349,0.25464065476376385
CUST1,SKU2,DEL-FRA,2026-02-21,171.3,0,15,0.5602278598896866,152,0,0.41184091414726853,0.3488682665429953
CUST1,SKU2,DEL-FRA,2026-02-22,219.6,1,16,0.6306194077877292,187,0,0.7308674752036443,0.9383404568210378
CUST1,SKU2,DEL-FRA,2026-02-23,149.9,0,12,-0.13350373263322252,73,0,0.8418287767582721,0.1397723766262895
CUST1,SKU2,DEL-FRA,2026-02-24,154.1,0,7,0.0016273200477445182,174,1,0.6651972206962001,0.5230654247691193
CUST1,SKU2,DEL-FRA,2026-02-25,174.9,0,29,0.6772005408131083,155,1,0.4391349085702184,0.3769444294249076
CUST1,SKU2,DEL-FRA,2026-02-26,157.1,0,27,0.10137787416414207,72,0,0.2322126951468173,0.8995745732745685
CUST1,SKU2,DEL-FRA,2026-02-27,164.6,0,12,0.3435528611139886,113,0,0.11689804070836407,0.9398321236134751
CUST1,SKU2,DEL-FRA,2026-02-28,158.2,0,24,0.13490561465708611,24,1,0.49542362640396564,0.7414609111390454
CUST1,SKU2,DEL-FRA,2026-03-01,178.6,0,29,0.7976926159238433,106,1,0.7785719390507511,0.14312798554846962
CUST1,SKU3,DEL-FRA,2026-01-01,163.5,0,14,0.5624586857406906,106,0,0.5364813514845947,0.3788215655569157
CUST1,SKU3,DEL-FRA,2026-01-02,158.9,0,19,0.4039578720725125,166,0,0.4863574819956078,0.4089551770854932
CUST1,SKU3,DEL-FRA,2026-01-03,141.5,0,23,-0.1877969276819555,173,0,0.25179905890695276,0.34569599350391944
CUST1,SKU3,DEL-FRA,2026-01-04,167.8,0,10,0.7084505613336283,143,0,0.4620058036441327,0.9472833396118153
CUST1,SKU3,DEL-FRA,2026-01-05,158.4,0,22,0.3862298320167972,120,1,0.5929629052588216,0.10221266422519959
CUST1,SKU3,DEL-FRA,2026-01-06,208.4,1,9,0.5900846371240867,81,0,0.771246668519738,0.374435369720422
CUST1,SKU3,DEL-FRA,2026-01-07,143.4,0,18,-0.12267893451121276,49,1,0.9106861982557131,0.1228107818457338
CUST1,SKU3,DEL-FRA,2026-01-08,146.0,0,8,-0.03447948963271025,191,1,0.33214641265493894,0.3114442640456412
CUST1,SKU3,DEL-FRA,2026-01-09,159.0,0,19,0.4078943937942587,62,0,0.8028534485980114,0.004632023004602859
CUST1,SKU3,DEL-FRA,2026-01-10,152.8,0,29,0.1981686935909433,99,1,0.34634599436596125,0.3469532018962277
CUST1,SKU3,DEL-FRA,2026-01-11,154.4,0,15,0.25221794088980715,196,0,0.14085702037979986,0.1763869865062233
CUST1,SKU3,DEL-FRA,2026-01-12,153.4,0,28,0.2189254495045479,170,0,0.5805883502780435,0.6322642879195304
CUST1,SKU3,DEL-FRA,2026-01-13,160.6,0,11,0.4635373720167106,90,1,0.14866272775311296,0.41462412372702373
CUST1,SKU3,DEL-FRA,2026-01-14,170.4,0,21,0.7968742518459473,80,0,0.06707647738842748,0.7499604703991778
CUST1,SKU3,DEL-FRA,2026-01-15,167.5,0,21,0.6980542894407138,182,0,0.8365648132923329,0.5874536042340743
CUST1,SKU3,DEL-FRA,2026-01-16,162.1,0,22,0.5140591997898283,122,0,0.5596403313082179,0.1552402459307125
CUST1,SKU3,DEL-FRA,2026-01-17,166.5,0,11,0.6617856210135173,140,0,0.27074467314355377,0.6439995432390158
CUST1,SKU3,DEL-FRA,2026-01-18,141.9,0,22,-0.17461364433965515,144,0,0.02709599250348349,0.22197216193294944
CUST1,SKU3,DEL-FRA,2026-01-19,160.9,0,12,0.4718927435987284,63,0,0.5694435177635003,0.887460482513503
CUST1,SKU3,DEL-FRA,2026-01-20,162.3,0,7,0.5208130963105067,105,1,0.6031974021769796,0.806850148962586
CUST1,SKU3,DEL-FRA,2026-01-21,213.0,1,26,0.7444097255772735,151,0,0.8963358185211198,0.013001923510736035
CUST1,SKU3,DEL-FRA,2026-01-22,147.2,0,23,0.00788625514602731,121,0,0.5830415609696922,0.42142455059249795
CUST1,SKU3,DEL-FRA,2026-01-23,209.3,1,24,0.6174435617384408,20,0,0.3796924081672669,0.5902949425148077
CUST1,SKU3,DEL-FRA,2026-01-24,159.5,0,10,0.424148907849134,146,0,0.29446575954191767,0.9484533069621567
CUST1,SKU3,DEL-FRA,2026-01-25,145.2,0,14,-0.059886824233547464,167,0,0.8945522268940914,0.7998552559473152
CUST1,SKU3,DEL-FRA,2026-01-26,141.8,0,18,-0.1775306916798826,18,0,0.6334782198261473,0.2578876854332023
CUST1,SKU3,DEL-FRA,2026-01-27,165.7,0,8,0.634930236799299,163,0,0.1716792858483035,0.27230732651936895
CUST1,SKU3,DEL-FRA,2026-01-28,168.0,0,25,0.7142988065604989,51,0,0.274055220687206,0.5541780025157934
CUST1,SKU3,DEL-FRA,2026-01-29,165.5,0,27,0.6297418037072016,126,0,0.13688563006880727,0.9000186418481051
CUST1,SKU3,DEL-FRA,2026-01-30,202.8,1,16,0.3974131021703083,62,0,0.9144119459249598,0.4187705248920731
CUST1,SKU3,DEL-FRA,2026-01-31,156.4,0,6,0.3189177052828375,63,1,0.08279866792512647,0.6031521094663882
CUST1,SKU3,DEL-FRA,2026-02-01,152.6,0,12,0.18929561404197653,20,0,0.7190459051842455,0.297121715623175
CUST1,SKU3,DEL-FRA,2026-02-02,155.1,0,19,0.27605040219909965,161,1,0.7325720972102503,0.21494037859075676
CUST1,SKU3,DEL-FRA,2026-02-03,148.8,0,7,0.06226404429982507,90,0,0.5968428489168892,0.3342438908169608
CUST1,SKU3,DEL-FRA,2026-02-04,144.3,0,13,-0.09340174686622821,49,1,0.49549131620619846,0.688402396427736
CUST1,SKU3,DEL-FRA,2026-02-05,148.4,0,7,0.0464020332391068,117,0,0.2721451372299627,0.5902306668690871
CUST1,SKU3,DEL-FRA,2026-02-06,143.8,0,21,-0.10841792667336586,198,1,0.6905602324456406,0.5213006674135694
CUST1,SKU3,DEL-FRA,2026-02-07,169.3,0,23,0.7581707930039303,17,0,0.7590358455388498,0.7241033292731386
CUST1,SKU3,DEL-FRA,2026-02-08,169.9,0,22,0.7805768001799882,98,0,0.6931752114569247,0.05159580665871
CUST1,SKU3,DEL-FRA,2026-02-09,142.4,0,20,-0.15583456228989984,154,0,0.5679452305526295,0.9154882975880418
CUST1,SKU3,DEL-FRA,2026-02-10,161.6,0,13,0.4974202672468399,124,1,0.9710582451653678,0.9442664891134339
CUST1,SKU3,DEL-FRA,2026-02-11,166.5,0,11,0.6620426509893134,155,0,0.6445466506258222,0.6501673504432282
CUST1,SKU3,DEL-FRA,2026-02-12,157.6,0,17,0.360677194003514,107,1,0.5302651326349002,0.4410321617481616
CUST1,SKU3,DEL-FRA,2026-02-13,157.9,0,28,0.3724277594334657,13,1,0.3187525029320699,0.6258913764370091
CUST1,SKU3,DEL-FRA,2026-02-14,203.3,1,6,0.41586318818230456,64,0,0.9903413133417771,0.0002375235758845795
CUST1,SKU3,DEL-FRA,2026-02-15,152.4,0,7,0.18396388991972573,132,1,0.35071181545171015,0.7671882889311269
CUST1,SKU3,DEL-FRA,2026-02-16,155.2,0,29,0.27987562030390883,25,1,0.9840834691992951,0.7682734138645182
CUST1,SKU3,DEL-FRA,2026-02-17,153.5,0,9,0.22135700227707017,74,0,0.11047411313139466,0.35462215764077654
CUST1,SKU3,DEL-FRA,2026-02-18,149.8,0,9,0.09630812045599008,162,0,0.9103391020575343,0.04510067722032318
CUST1,SKU3,DEL-FRA,2026-02-19,152.6,0,8,0.19163014054035604,149,1,0.7979893221433834,0.25898265160181366
CUST1,SKU3,DEL-FRA,2026-02-20,170.0,0,18,0.7823305150800817,97,0,0.6134113892107077,0.16703394609207523
CUST1,SKU3,DEL-FRA,2026-02-21,192.0,1,24,0.031671701383443385,102,0,0.6077367948788591,0.5126885110165086
CUST1,SKU3,DEL-FRA,2026-02-22,146.3,0,13,-0.02347196799449175,12,1,0.8007696871298751,0.6297779229961531
CUST1,SKU3,DEL-FRA,2026-02-23,156.4,0,24,0.3182603666763922,131,0,0.2602333679515273,0.5152479243147259
CUST1,SKU3,DEL-FRA,2026-02-24,170.4,0,7,0.7963357758067242,169,0,0.6229373829351187,0.7478716040922285
CUST1,SKU3,DEL-FRA,2026-02-25,167.4,0,9,0.6949214412278399,107,0,0.3911697660803798,0.27295937485631494
CUST1,SKU3,DEL-FRA,2026-02-26,142.4,0,6,-0.15562333646676324,85,0,0.329051365369871,0.9315894883189899
CUST1,SKU3,DEL-FRA,2026-02-27,149.4,0,19,0.08139096057752676,47,0,0.7234201136885849,0.4958757350787708
CUST1,SKU3,DEL-FRA,2026-02-28,147.6,0,17,0.020183201949811325,37,0,0.8512069140487687,0.4951465270139743
CUST1,SKU3,DEL-FRA,2026-03-01,158.5,0,7,0.3924077846595176,65,0,0.5437789079973993,0.8644928803073485
CUST1,SKU4,DEL-FRA,2026-01-01,159.0,1,12,0.597426021606928,101,1,0.8672942009598024,0.7083629767150348
CUST1,SKU4,DEL-FRA,2026-01-02,156.7,1,14,0.49747146166928363,109,0,0.7527166395576412,0.1586051052930737
CUST1,SKU4,DEL-FRA,2026-01-03,160.6,1,23,0.6718435277452319,40,1,0.1288698674734452,0.3351188542591419
CUST1,SKU4,DEL-FRA,2026-01-04,111.1,0,8,-0.03924010395169181,11,1,0.5074677337608362,0.00638587171683358
CUST1,SKU4,DEL-FRA,2026-01-05,121.3,0,21,0.4169269183757422,26,0,0.37669536198679876,0.009072404652724964
CUST1,SKU4,DEL-FRA,2026-01-06,144.0,1,23,-0.07155128190680865,167,0,0.4322407838925123,0.8401215027412188
CUST1,SKU4,DEL-FRA,2026-01-07,111.5,0,9,-0.020502676576166612,31,1,0.6878857223008134,0.0678370591051719
CUST1,SKU4,DEL-FRA,2026-01-08,123.4,0,26,0.5081720886452816,154,0,0.34588305695295674,0.6209155177674771
CUST1,SKU4,DEL-FRA,2026-01-09,127.0,0,19,0.6715368061523763,38,0,0.6475736434019076,0.5943958592285453
CUST1,SKU4,DEL-FRA,2026-01-10,109.0,0,5,-0.13437385542598707,143,0,0.8187856433570937,0.2525087496883822
CUST1,SKU4,DEL-FRA,2026-01-11,111.1,0,6,-0.04106171672324349,38,1,0.10219361969371898,0.854209774461566
CUST1,SKU4,DEL-FRA,2026-01-12,126.0,0,15,0.6259207657998966,125,1,0.7728227800168045,0.23005368303143392
CUST1,SKU4,DEL-FRA,2026-01-13,127.0,0,16,0.6680543225322928,193,0,0.9436159201675989,0.4197273169261223
CUST1,SKU4,DEL-FRA,2026-01-14,116.4,0,29,0.19759439796279427,140,0,0.32074274043812745,0.724422672614117
CUST1,SKU4,DEL-FRA,2026-01-15,112.0,0,21,0.0003591435487126371,34,1,0.5627502863433826,0.4715324601025127
CUST1,SKU4,DEL-FRA,2026-01-16,111.1,0,29,-0.04075426172073554,154,0,0.15365803816111268,0.45369363460528267
CUST1,SKU4,DEL-FRA,2026-01-17,107.9,0,16,-0.18213810752168064,190,1,0.9675112636137777,0.18545887467665434
CUST1,SKU4,DEL-FRA,2026-01-18,107.5,0,11,-0.19876816483357412,26,0,0.24753995560337516,0.5584126725831979
CUST1,SKU4,DEL-FRA,2026-01-19,111.1,0,26,-0.03917453092180995,126,0,0.4332467489716556,0.9843514074029039
CUST1,SKU4,DEL-FRA,2026-01-20,117.9,0,22,0.26459859663581015,119,1,0.7218876279269351,0.6569838575644931
CUST1,SKU4,DEL-FRA,2026-01-21,128.9,0,13,0.752648638038717,145,1,0.7491616391012831,0.14592207403514545
CUST1,SKU4,DEL-FRA,2026-01-22,120.3,0,19,0.3709045018441643,89,0,0.2103495799188686,0.34601656764483957
CUST1,SKU4,DEL-FRA,2026-01-23,128.6,0,5,0.7412375042323864,11,0,0.8825334858196,0.08250853444042128
CUST1,SKU4,DEL-FRA,2026-01-24,149.1,1,11,0.15780135092827136,175,0,0.6894649691372657,0.8005866991090829
CUST1,SKU4,DEL-FRA,2026-01-25,111.3,0,21,-0.032517417740930254,113,0,0.7064757264869012,0.03158614482564204
CUST1,SKU4,DEL-FRA,2026-01-26,142.3,1,13,-0.1480287163485276,123,1,0.9473504626310387,0.6253046602139478
CUST1,SKU4,DEL-FRA,2026-01-27,121.2,0,11,0.412257985881158,93,0,0.5974758626319301,0.7838325534188619
CUST1,SKU4,DEL-FRA,2026-01-28,108.4,0,14,-0.15924589390752725,23,0,0.0603520839905638,0.24710323401014644
CUST1,SKU4,DEL-FRA,2026-01-29,127.0,0,23,0.6717835665922016,64,0,0.7442790655949556,0.8718327789731212
CUST1,SKU4,DEL-FRA,2026-01-30,108.5,0,16,-0.15633834229263882,91,0,0.6532630192373301,0.3323146253551089
CUST1,SKU4,DEL-FRA,2026-01-31,118.6,0,14,0.29327684678379956,44,0,0.4183997886676527,0.20357828034224268
CUST1,SKU4,DEL-FRA,2026-02-01,145.0,1,25,-0.025806663421746368,168,0,0.8462452920190493,0.6287648182059451
CUST1,SKU4,DEL-FRA,2026-02-02,124.7,0,28,0.5677238880667803,59,1,0.5786754085723934,0.43861541918959046
CUST1,SKU4,DEL-FRA,2026-02-03,118.4,0,6,0.28666894142470284,88,1,0.4217209268734554,0.2768277972350516
CUST1,SKU4,DEL-FRA,2026-02-04,128.0,0,16,0.7123633456166909,140,0,0.6315602200925206,0.733113022415281
CUST1,SKU4,DEL-FRA,2026-02-05,123.6,0,20,0.5158249646820885,96,0,0.37284863718893446,0.5126152052058052
